Title,Genre,Rating,Votes,Runtime
Trotskiy,"
Biography, Drama, History            ",7.1,1912,50.0
Kipper,"
Animation, Short, Comedy            ",7.1,810,47.0
The Carer,"
Comedy, Drama            ",6.6,1321,89.0
Svinalängorna,"
Drama            ",7.0,3851,99.0
Reipu zonbi: Lust of the dead,"
Horror            ",3.8,819,73.0
Crazy Delicious,"
Documentary, Game-Show            ",6.7,780,
Seinto Seiya: Knights of the Zodiac,"
Animation, Action, Adventure            ",4.6,1700,
I'm Reed Fish,"
Comedy, Drama, Romance            ",5.7,4283,93.0
Sisters on Track,"
Documentary, Sport            ",5.7,129,96.0
La vie scolaire,"
Comedy, Drama            ",6.4,2300,111.0
Dead Places,"
Adventure, Horror, Thriller            ",6.8,757,45.0
Historical Roasts,"
Comedy            ",5.3,1591,30.0
Dang Nan Ren Lian Ai Shi,"
Drama, Romance            ",7.1,270,115.0
H2O: Mermaid Adventures,"
Animation, Adventure, Comedy            ",5.6,157,25.0
Samurai Gourmet,"
Adventure, Comedy            ",8.1,1899,20.0
June & Kopi,"
Comedy, Drama, Family            ",6.3,417,90.0
The Golem,"
Drama, Horror            ",5.6,5153,95.0
CURS>R,"
Horror, Thriller            ",0.0,0,
Dark Summer,"
Horror, Thriller            ",4.3,3239,81.0
Her Infidelity,"
Drama, Thriller            ",3.6,521,83.0
Cannon Busters,"
Animation, Fantasy            ",6.8,1043,
The Hunting Ground,"
Documentary            ",7.4,6072,103.0
I Am Here,"
Drama, Thriller            ",5.0,1713,97.0
Travis Scott: Look Mom I Can Fly,"
Documentary, Music            ",6.3,3979,84.0
Somm,"
Documentary            ",7.1,4536,94.0
Howl,"
Biography, Drama, Romance            ",6.7,12757,84.0
Kevin Hart: What Now?,"
Documentary, Comedy            ",5.9,9154,96.0
Our Man from Jersey,,0.0,0,
Brainchild,"
Documentary, Family            ",8.1,368,30.0
Bruna Surfistinha,"
Biography, Drama            ",6.1,6999,131.0
Medicinen,"
Comedy, Drama            ",5.5,896,114.0
LoliRock,"
Animation, Action, Comedy            ",7.3,380,26.0
Freshman Year,"
Drama            ",5.1,177,105.0
Duisburg - Linea di sangue,"
Crime, Drama            ",5.5,306,100.0
Ladda Land,"
Drama, Horror, Mystery            ",6.3,2145,125.0
Elvis Presley: The Searcher,"
Documentary, Biography, Music            ",7.7,1892,205.0
"Bikram: Yogi, Guru, Predator","
Documentary, Crime            ",6.7,6232,86.0
Canvas,"
Animation, Short, Drama            ",6.5,2064,9.0
Llama Llama,"
Animation, Adventure, Family            ",6.5,250,24.0
Khaani,"
Romance            ",8.1,752,
Miss Representation,"
Documentary            ",7.6,3709,85.0
Exit West,"
Drama, Sci-Fi            ",0.0,0,
Detention,"
Drama, Horror, Mystery            ",6.3,383,50.0
Norm Macdonald Has a Show,"
Comedy, Talk-Show            ",8.7,3029,30.0
Uglies,"
Action, Drama, Sci-Fi            ",0.0,0,
Kapi,"
Comedy, Drama            ",7.0,1262,110.0
Lockwood,"
Drama, Mystery, Thriller            ",0.0,0,
When My Love Blooms,"
Drama, Romance            ",7.6,199,60.0
Untitled Ersan Kuneri Project,"
Comedy            ",0.0,0,
Mytho,"
Drama            ",6.8,844,
Amar y Vivir,"
Drama, Romance            ",7.0,123,
Heartbeats,"
Comedy, Drama, Music            ",5.4,761,107.0
Once Again,"
Comedy, Drama, Romance            ",8.5,178,35.0
Magic for Humans,"
Comedy, Reality-TV            ",7.2,3104,23.0
Burning Sands,"
Drama            ",6.1,2682,96.0
El-Kanz: El-Haqiqah wa el-Khayal 1,"
Action, Adventure, Drama            ",7.0,1707,157.0
Mostly Sunny,"
Documentary            ",5.4,694,83.0
Dope,"
Documentary, Crime            ",7.3,1544,45.0
Magi: Shindobaddo no bôken,"
Animation, Action, Adventure            ",7.6,1953,24.0
Persona,"
Drama            ",6.6,975,20.0
Zumbo's Just Desserts,"
Reality-TV            ",6.9,1935,52.0
Masameer: The Movie,"
Animation            ",6.0,2068,110.0
Bad Boy Billionaires: India,"
Documentary, Biography, Crime            ",8.0,2687,59.0
Organize Isler: Sazan Sarmali,"
Comedy            ",6.0,13269,121.0
Daddy Issues,"
Drama, Romance            ",4.2,695,81.0
Hakgyo 2017,"
Drama            ",7.6,901,
Tony Robbins: I Am Not Your Guru,"
Documentary            ",6.7,4143,115.0
Courage & Stupidity,"
Comedy, Fantasy            ",7.5,3187,25.0
Sarangui Ondo,"
Comedy, Romance            ",7.2,465,
One of Our Dinosaurs Is Missing,"
Family, Adventure, Comedy            ",6.0,1701,94.0
Lost & Found Music Studios,"
Family            ",6.8,569,30.0
Babies,"
Documentary            ",7.0,661,
Bing-ui,"
Comedy, Crime, Drama            ",6.9,578,
Bongwater,"
Comedy, Drama, Romance            ",5.4,3843,97.0
Switched,"
Drama, Sci-Fi            ",7.1,1210,35.0
Selection Day,"
Sport            ",7.4,2010,23.0
The Mr. Peabody & Sherman Show,"
Animation, Short, Adventure            ",5.8,384,23.0
Rattlesnakes,"
Thriller            ",5.5,393,85.0
The Big Flower Fight,"
Reality-TV            ",7.4,964,
Cooked with Cannabis,"
Reality-TV            ",6.6,284,
Beef,"
Comedy, Drama            ",0.0,0,
Amy Schumer: The Leather Special,"
Comedy            ",2.9,9496,57.0
Our Godfather,"
Documentary            ",6.8,1442,92.0
I [Heart] Arlo,"
Animation, Short, Adventure            ",0.0,0,11.0
Kaali Khuhi,"
Drama, Horror, Mystery            ",3.5,1072,90.0
Zeit der Geheimnisse,"
Drama            ",6.5,986,
Mighty Express,"
Animation, Adventure, Comedy            ",5.0,87,
Aala Kaf Ifrit,"
Crime, Drama, Thriller            ",7.0,1912,100.0
Turbo FAST,"
Animation, Action, Comedy            ",6.5,521,23.0
7 años,"
Drama            ",6.8,4660,77.0
Running Wild,"
Drama, Western            ",5.9,1327,99.0
Mohawk,"
Action, Drama, History            ",4.6,1446,91.0
Where on Earth Is Carmen Sandiego?,"
Animation, Action, Adventure            ",7.3,1787,21.0
Yeh Kaali Kaali Ankhein,"
Action, Drama, Romance            ",0.0,0,
Wang Qiu Shao Nian,"
Sport            ",7.6,154,
Historia de un Crimen: Colosio,"
Crime, Drama, Thriller            ",7.6,732,45.0
Pandemic: How to Prevent an Outbreak,"
Documentary            ",6.4,2627,50.0
Interior. Leather Bar.,"
Drama            ",5.1,2472,60.0
Fightworld,"
Documentary            ",7.6,735,40.0
Most Dangerous Game,"
Comedy            ",0.0,0,
Untitled Arnold Schwarzenegger/Skydance Project,"
Action, Adventure, Thriller            ",0.0,0,
Hundraettåringen som smet från notan och försvann,"
Adventure, Comedy, Crime            ",6.3,5595,108.0
Kaamyaab,"
Drama            ",7.9,3875,109.0
Shirkers,"
Documentary            ",7.4,4707,97.0
The Journey Is the Destination,"
Drama            ",6.3,552,123.0
Limonata,"
Comedy, Drama            ",7.4,13108,110.0
Littlest Pet Shop: A World of Our Own,"
Animation, Comedy, Fantasy            ",6.8,77,11.0
44 Gatti,"
Animation, Adventure, Comedy            ",6.1,238,13.0
Millennials,"
Drama            ",4.2,142,60.0
Angry Indian Goddesses,"
Comedy, Drama            ",7.0,2774,121.0
Larva Island,"
Animation, Adventure, Comedy            ",6.5,375,
That Girl in Yellow Boots,"
Crime, Drama, Mystery            ",6.7,3667,103.0
46 Yok Olan,"
Action, Crime, Drama            ",8.4,4079,60.0
The Three-Body Problem,"
Adventure, Drama, Fantasy            ",0.0,0,
The Puffy Chair,"
Comedy, Drama, Romance            ",6.5,4978,85.0
Word Party,"
Animation, Family            ",5.9,320,11.0
Byeonhyeokui Sarang,"
Comedy, Romance            ",7.1,536,
Me Him Her,"
Comedy, Romance            ",5.3,1478,98.0
Il Sindaco pescatore,"
Drama            ",7.1,208,104.0
Gojira: kessen kidô zôshoku toshi,"
Animation, Action, Adventure            ",5.8,4578,101.0
Barbie Princess Adventure,"
Animation, Family, Musical            ",5.6,288,72.0
Dukhtar,"
Drama, Thriller            ",7.0,2324,93.0
The Makeover,"
Comedy            ",5.7,3042,93.0
Jonah: A VeggieTales Movie,"
Animation, Adventure, Comedy            ",6.5,4038,82.0
Yucatán,"
Adventure, Comedy            ",5.6,1854,129.0
Be Here Now,"
Documentary, Biography, Drama            ",8.6,3288,100.0
Terrace House: Boys & Girls in the City,"
Drama, Reality-TV            ",8.1,1494,30.0
The Legend of Cocaine Island,"
Documentary            ",6.3,3058,83.0
Soni,"
Crime, Drama            ",7.1,2594,97.0
Strong Island,"
Documentary, Crime            ",6.4,3694,107.0
Chomyeone Saranghamnida,"
Comedy, Romance            ",7.4,788,35.0
My Dad the Bounty Hunter,"
Animation, Action, Adventure            ",0.0,0,
Todas las pecas del mundo,"
Comedy, Romance, Sport            ",5.2,1142,91.0
Erotica 2022,"
Drama, Mystery, Romance            ",3.4,223,137.0
Vinterviken,"
Drama, Romance            ",0.0,0,
Yeopgijeogin Geunyeo,"
Comedy, Romance            ",6.9,440,
Alles is zoals het zou moeten zijn,"
Comedy, Drama            ",5.7,665,108.0
Afflicted,"
Documentary, Mystery, Reality-TV            ",5.0,1080,
Ivy & Bean,"
Action, Family            ",0.0,0,
Shingeki no Bahamut: Genesis,"
Animation, Action, Fantasy            ",7.4,1346,24.0
Hai Sukoa Garu,"
Animation, Comedy, Romance            ",8.0,1662,25.0
Back With the Ex,"
Reality-TV            ",6.2,567,50.0
Wilbur Wants to Kill Himself,"
Comedy, Drama, Romance            ",6.8,7724,111.0
Puerta 7,"
Crime, Drama, Thriller            ",5.7,495,45.0
Juanita,"
Drama            ",6.0,2208,90.0
El faro de las orcas,"
Biography, Drama, Romance            ",6.8,3646,110.0
Coin Heist,"
Crime, Drama, Romance            ",4.8,2543,97.0
Let's Dance,"
Comedy, Drama, Family            ",6.0,1251,109.0
Unnatural Selection,"
Documentary            ",8.0,1706,66.0
Chhota Bheem,"
Animation, Action, Adventure            ",4.3,672,15.0
The Trial,"
Crime, Drama, Mystery            ",5.6,1462,101.0
Kevin Hart: Don't F**k This Up,"
Documentary            ",6.5,1866,30.0
Grandmaster,"
Action, Thriller            ",7.0,2034,100.0
The Watcher,"
Horror, Thriller            ",5.4,2863,89.0
The Devil and Father Amorth,"
Documentary, Horror            ",4.6,2202,68.0
Requiem for the American Dream,"
Documentary, Biography, News            ",8.1,9193,73.0
Mutants,"
Drama, Horror, Sci-Fi            ",5.6,4007,95.0
Hwanghooui Poomkyeok,"
Drama            ",6.6,443,
Avicii: True Stories,"
Documentary, Biography, Music            ",7.6,6482,97.0
I Hear You,"
Comedy, Romance            ",7.3,454,
They'll Love Me When I'm Dead,"
Documentary            ",7.4,4726,98.0
To Serve and Protect,"
Crime            ",7.3,285,
A Jazzman's Blues,"
Drama            ",0.0,0,
Sei mai stata sulla luna?,"
Comedy            ",6.0,1543,90.0
The Forest of Love: Deep Cut,"
Crime, Drama, Horror            ",6.8,311,40.0
Zambezia,"
Animation, Adventure, Comedy            ",5.8,6867,83.0
Bottom of the World,"
Drama, Mystery, Thriller            ",5.2,4836,85.0
Particle Fever,"
Documentary            ",7.4,7271,99.0
In Their Skin,"
Horror, Thriller            ",5.3,5287,97.0
A Plastic Ocean,"
Documentary            ",8.0,2770,102.0
Bake Squad,"
Game-Show, Reality-TV            ",0.0,0,
Everything Will be Fine,"
Comedy, Drama            ",0.0,0,
The Oscars,"
Music            ",6.4,2063,175.0
Tom Segura: Ball Hog,"
Comedy            ",7.3,2378,70.0
Milada,"
Biography, Drama, History            ",6.3,1196,124.0
Modo Avião,"
Comedy, Drama, Romance            ",5.0,2306,96.0
Interior Design Masters,"
Game-Show            ",6.5,1158,44.0
Quantum Quest: A Cassini Space Odyssey,"
Animation, Adventure, Sci-Fi            ",5.2,350,45.0
Sarah & Duck,"
Animation, Family            ",8.4,630,7.0
Long Nights Short Mornings,"
Drama, Romance            ",5.4,920,100.0
Tiny Creatures,"
Documentary, Short, Drama            ",4.9,1063,
Òlòturé,"
Crime, Drama            ",5.5,705,106.0
Poliziotto sprint,"
Action, Crime, Drama            ",6.4,378,101.0
Fastest Car,"
Documentary, Reality-TV            ",7.2,1192,45.0
Murder to Mercy: The Cyntoia Brown Story,"
Documentary            ",6.4,2395,96.0
Oh Baby...,"
Comedy, Drama, Fantasy            ",7.4,2109,161.0
All Hail King Julien: Exiled,"
Animation, Short, Adventure            ",7.5,474,23.0
The Keeper,"
Action, Crime, Thriller            ",5.1,4397,94.0
The Secrets of Emily Blair,"
Horror, Thriller            ",4.1,1332,95.0
Two Lovers and a Bear,"
Adventure, Drama, Romance            ",6.1,1823,96.0
Upstate,"
Comedy            ",0.0,0,
The Iliza Shlesinger Sketch Show,"
Comedy            ",5.0,853,115.0
Money,"
Crime, Mystery, Thriller            ",5.5,2806,86.0
"Leal, solo hay una forma de vivir","
Action, Crime, Drama            ",6.0,665,107.0
Dancing Queen,"
Music, Reality-TV            ",7.0,1448,45.0
Tactical Force,"
Action            ",4.8,5739,91.0
Como caído del cielo,"
Comedy, Drama, Musical            ",6.4,1274,112.0
Breathe,"
Drama            ",0.0,0,
The Monkey King,"
Animation, Action, Adventure            ",0.0,0,
Monkey Twins,"
Action, Adventure, Crime            ",7.9,81,
Shu dan long wei,"
Action, Comedy, Crime            ",6.1,4082,101.0
Dragons: Rescue Riders: Secrets of the Songwing,"
Animation, Adventure, Comedy            ",5.5,141,46.0
Intersections,"
Action, Romance, Thriller            ",5.9,3017,101.0
Stalked by My Doctor: The Return,"
Thriller            ",5.7,766,97.0
In Our Mothers' Gardens,"
Documentary            ",8.9,77,
Axone,"
Comedy, Drama            ",7.0,2026,104.0
Fuego negro,"
Action, Horror, Mystery            ",2.7,502,81.0
Street Food: Asia,"
Documentary            ",8.0,2447,30.0
Splatter,"
Horror            ",3.2,518,29.0
Untitled Justin Hartley/Netflix Project,"
Drama, Romance            ",0.0,0,
DMT: The Spirit Molecule,"
Documentary            ",7.2,4587,75.0
The Selection,"
Drama, Fantasy, Romance            ",0.0,0,
Amazing Hotels: Life Beyond the Lobby,"
Documentary            ",7.8,329,60.0
Spy Kids: Mission Critical,"
Animation, Action, Adventure            ",4.9,292,
Bojwagwan,"
Drama            ",7.9,337,60.0
Animales sin collar,"
Thriller            ",5.0,455,96.0
The Trader,"
Documentary, Short            ",6.8,2312,23.0
First Ladies,"
Comedy            ",0.0,0,
The Chosen,"
Horror, Thriller            ",3.6,2076,88.0
Les Italiens,"
Crime, Thriller            ",0.0,0,
Pek Yakinda,"
Comedy, Drama, Romance            ",7.4,32708,134.0
Magic: The Gathering,"
Animation, Action, Adventure            ",0.0,0,
Sufat Chol,"
Drama            ",6.8,3310,87.0
The Big Family Cooking Showdown,"
Reality-TV            ",7.0,593,59.0
Restaurants on the Edge,"
Reality-TV            ",6.8,885,
Octonauts: The Ring of Fire,"
Animation            ",7.1,89,72.0
Merry Kissmas,"
Comedy, Drama, Romance            ",5.4,3054,89.0
No One Gets Out Alive,"
Horror, Thriller            ",0.0,0,
Miseuti,"
Drama, Mystery, Romance            ",8.2,421,60.0
The Black Room,"
Comedy, Horror            ",3.3,2734,94.0
Paranoid,"
Crime, Horror, Thriller            ",4.0,2253,93.0
Chiisana eiyû: Kani to tamago to tômei ningen,"
Animation, Adventure, Family            ",6.6,2308,53.0
Let's Be Evil,"
Horror, Sci-Fi, Thriller            ",4.2,7067,82.0
WISH YOU: Your Melody from My Heart,"
Romance            ",6.5,459,10.0
Smile PreCure!,"
Animation, Action, Adventure            ",6.6,334,24.0
John Mulaney: Kid Gorgeous at Radio City,"
Comedy            ",8.0,6989,65.0
Yeok-jeok: baek-seong-eul hom-chin do-jeok,"
Drama            ",8.3,295,
Tales by Light,"
Documentary            ",8.3,1829,23.0
One Night Stand,"
Drama, Romance            ",3.1,1197,97.0
Mixtape,"
Comedy, Romance            ",0.0,0,
Classmates Minus,"
Comedy, Drama            ",7.2,1169,122.0
Twelve Forever,"
Animation, Action, Adventure            ",6.7,510,
Ashley Garcia: Genius in Love,"
Comedy            ",6.9,245,
"Coronavirus, Explained","
Documentary            ",7.6,1927,69.0
Bhaag Beanie Bhaag,"
Comedy            ",3.8,3806,29.0
Triad Princess,"
Adventure, Drama            ",6.9,524,
We Baby Bears,"
Animation, Adventure, Comedy            ",0.0,0,
Navy Seals vs. Zombies,"
Action, Horror            ",3.3,2057,97.0
The Curious Creations of Christine McConnell,"
Comedy, Horror, Talk-Show            ",7.8,2220,26.0
Followers,"
Drama, Romance            ",6.2,440,40.0
Boi,"
Mystery, Thriller            ",5.0,604,110.0
Toro,"
Action, Adventure, Crime            ",5.9,3076,105.0
The Legend of White Snake,"
Drama, Fantasy            ",7.7,172,45.0
Hwanggeumbit Nae Insaeng,"
Drama, Romance            ",6.3,236,65.0
"Fat, Sick & Nearly Dead","
Documentary            ",7.5,8590,97.0
Super Monsters,"
Animation, Adventure, Comedy            ",6.5,356,23.0
Liberi di scegliere,"
Crime, Drama            ",6.5,229,126.0
An Afternoon with SCTV,"
Talk-Show            ",0.0,0,
The Weekend Away,"
Thriller            ",0.0,0,
Beuramseureul Joahaseyo,"
Drama, Music, Romance            ",7.7,500,65.0
Transformers: Rescue Bots Academy,"
Animation, Action, Adventure            ",6.6,76,11.0
13 Reasons Why: Season 2 Date Announcement Commercial,"
Short, Drama            ",7.2,197,1.0
Atone,"
Action            ",3.1,416,89.0
Open Heart,"
Drama, Mystery, Romance            ",7.1,653,22.0
Garoojigi,"
Comedy, Fantasy            ",5.4,662,120.0
The Edge of Democracy,"
Documentary, History            ",7.2,13811,121.0
Juman,"
Drama, Romance            ",5.4,79,40.0
You vs. Wild,"
Adventure, Reality-TV            ",6.7,2333,20.0
Wat Is Dan Liefde,"
Comedy            ",6.9,1001,103.0
Untitled Lindsay Lohan/Netflix Project,"
Comedy, Romance            ",0.0,0,
2:22,"
Crime, Drama, Thriller            ",5.2,1361,104.0
Spirit Riding Free: Riding Academy,"
Animation, Action, Adventure            ",7.1,66,
Undefeated,"
Documentary, Sport            ",7.7,6897,113.0
The King 2 Hearts,"
Action, Drama, Romance            ",7.8,1197,65.0
Struggle: The Life and Lost Art of Szukalski,"
Documentary            ",8.0,3650,115.0
Citation,"
Drama, Thriller            ",6.2,881,151.0
